118	2.0 2.0 4.0 4.0 4.0 4.0 5.0 3.0 4.0 4.0 5.0 5.0 4.0 3.0 4.0 4.0 5.0 4.0 4.0 3.0 3.0 4.0 
119	3.5 4.0 3.0 5.0 3.0 5.0 4.0 4.0 4.5 4.0 5.0 4.0 4.0 4.0 4.0 4.0 4.0 4.0 5.0 4.0 3.0 4.0 4.0 3.0 4.0 5.0 4.5 5.0 5.0 4.0 4.0 3.5 4.0 4.0 4.5 4.0 4.0 4.0 5.0 3.5 4.5 3.5 4.0 4.0 4.0 4.5 5.0 5.0 5.0 4.0 4.5 4.0 4.0 4.0 3.0 4.5 4.5 4.5 4.0 4.0 4.5 4.0 4.5 5.0 3.5 4.5 3.5 3.5 4.0 4.0 5.0 4.0 4.0 4.0 4.0 4.0 3.5 4.0 4.0 3.5 4.5 4.0 4.0 3.5 4.0 4.0 4.0 5.0 4.0 3.5 5.0 3.5 4.5 4.5 4.0 4.5 4.5 4.0 4.0 4.0 3.0 3.5 3.5 5.0 4.0 4.5 3.5 3.0 5.0 5.0 4.0 4.0 5.0 5.0 4.5 5.0 4.5 4.5 4.0 4.0 3.5 3.5 5.0 4.0 5.0 4.5 4.0 4.0 4.0 4.5 3.5 5.0 4.0 4.5 4.0 4.5 4.5 4.5 4.0 5.0 4.5 4.0 4.5 3.5 5.0 4.0 4.0 4.0 4.0 5.0 4.5 5.0 5.0 3.5 5.0 5.0 4.0 4.5 4.5 4.5 5.0 4.0 4.5 3.5 5.0 4.0 4.0 4.0 3.0 4.5 4.5 3.5 5.0 4.0 4.5 5.0 4.0 5.0 4.0 5.0 4.0 4.0 4.0 4.5 4.0 4.5 4.0 3.0 3.5 4.0 3.5 4.0 4.5 4.0 3.5 4.0 4.5 3.0 4.0 3.5 5.0 3.5 4.5 5.0 4.0 4.0 1.5 4.5 4.5 5.0 4.5 4.5 4.5 4.0 4.5 
120	4.0 3.0 3.0 3.0 3.0 5.0 5.0 3.0 3.0 3.0 4.0 3.0 3.0 3.0 2.0 3.0 4.0 2.0 5.0 2.0 5.0 4.0 
121	4.0 3.0 5.0 4.0 5.0 2.0 3.0 4.0 4.0 1.0 3.0 5.0 3.0 4.0 4.0 3.0 3.0 4.0 3.0 3.0 4.0 3.0 3.0 3.0 2.0 3.0 1.0 3.0 4.0 3.0 4.0 3.0 3.0 5.0 4.0 3.0 3.0 3.0 4.0 3.0 3.0 2.0 3.0 2.0 4.0 3.0 3.0 3.0 3.0 3.0 3.0 4.0 4.0 4.0 3.0 3.0 3.0 4.0 
122	4.0 3.5 5.0 4.5 5.0 4.5 4.0 5.0 5.0 4.5 4.5 5.0 5.0 4.0 5.0 5.0 5.0 4.0 4.0 4.0 5.0 4.5 5.0 4.5 5.0 5.0 5.0 5.0 4.0 5.0 5.0 5.0 5.0 5.0 5.0 5.0 5.0 5.0 5.0 5.0 5.0 5.0 5.0 5.0 5.0 4.0 4.5 5.0 5.0 5.0 5.0 5.0 5.0 4.5 5.0 4.5 4.5 5.0 5.0 3.0 5.0 4.5 5.0 4.5 5.0 5.0 4.0 4.5 5.0 4.5 4.0 4.5 4.0 5.0 5.0 4.5 5.0 4.5 5.0 5.0 5.0 5.0 4.5 4.5 4.5 5.0 5.0 5.0 4.5 5.0 4.5 5.0 4.5 5.0 5.0 5.0 4.5 4.0 4.5 4.0 5.0 4.5 4.5 5.0 4.5 4.5 4.0 4.5 5.0 5.0 4.0 5.0 4.5 5.0 4.0 4.5 5.0 4.0 4.5 4.0 5.0 4.5 4.5 4.5 5.0 4.0 4.0 5.0 5.0 3.5 4.0 4.5 4.5 4.5 4.5 4.5 4.5 4.5 4.5 5.0 5.0 4.0 4.5 4.0 4.5 5.0 5.0 4.5 4.5 4.5 4.0 4.0 5.0 5.0 5.0 4.0 4.0 4.5 4.5 4.5 5.0 4.5 4.0 4.5 5.0 4.5 4.0 5.0 4.0 5.0 4.5 4.5 5.0 5.0 5.0 4.5 5.0 5.0 5.0 4.5 3.5 4.5 4.0 5.0 5.0 4.5 4.5 5.0 5.0 4.0 5.0 4.0 4.0 4.5 4.5 5.0 3.5 4.5 4.5 5.0 4.5 4.0 4.5 4.5 4.5 5.0 5.0 4.5 4.5 4.5 4.0 3.0 4.5 5.0 2.0 4.5 5.0 4.0 4.0 3.5 4.0 4.5 4.5 5.0 5.0 3.5 4.5 5.0 3.5 3.5 5.0 5.0 5.0 5.0 5.0 4.5 3.5 4.5 4.0 4.0 4.0 5.0 4.5 5.0 4.5 4.0 5.0 4.0 4.5 5.0 5.0 4.0 3.5 5.0 4.5 4.0 4.0 4.5 4.5 4.0 5.0 4.5 4.5 3.0 5.0 5.0 4.5 4.5 5.0 4.5 4.0 3.5 5.0 4.5 4.0 4.0 4.0 4.5 5.0 5.0 5.0 5.0 4.0 5.0 4.0 4.0 3.5 5.0 4.5 3.5 4.0 4.0 
123	4.5 4.5 3.5 4.0 4.0 4.0 4.0 4.5 4.0 3.5 4.5 4.5 4.0 4.0 3.5 3.5 3.5 3.5 4.0 4.0 4.0 3.5 4.0 4.5 4.0 4.0 4.0 4.0 4.5 4.0 4.5 4.0 4.5 4.0 4.0 4.5 4.0 4.0 3.5 4.0 4.5 4.0 4.5 4.0 3.5 3.5 4.5 4.5 3.5 3.5 4.5 4.0 4.5 3.5 4.5 4.0 
124	4.0 4.5 3.5 4.0 3.0 4.0 4.5 4.5 3.5 5.0 3.5 4.0 3.0 4.0 5.0 3.0 4.0 4.5 4.5 4.0 5.0 4.0 4.0 4.0 2.5 4.0 4.5 4.0 3.5 4.5 3.0 4.0 3.5 5.0 4.5 4.5 4.0 4.5 4.0 5.0 4.5 4.0 4.5 4.0 5.0 5.0 3.5 4.5 0.5 2.0 
125	4.0 3.0 4.5 4.0 5.0 5.0 4.5 4.0 5.0 5.0 4.5 3.0 4.0 4.0 4.0 3.0 4.5 4.5 4.5 4.5 5.0 4.5 4.0 4.0 4.5 4.0 4.5 4.5 5.0 3.5 4.0 2.0 5.0 4.5 4.5 4.5 3.0 3.5 5.0 4.5 5.0 4.5 5.0 2.0 4.0 4.0 5.0 4.0 5.0 5.0 4.0 4.0 5.0 3.0 2.5 3.5 5.0 4.0 2.5 4.0 4.0 4.5 2.5 4.5 0.5 4.5 4.0 5.0 3.5 3.0 3.0 4.5 3.0 3.5 4.5 4.0 3.5 4.0 3.0 4.5 4.0 3.0 5.0 5.0 5.0 5.0 4.5 5.0 4.5 5.0 3.5 3.0 4.0 3.0 3.0 5.0 5.0 5.0 3.0 4.0 4.5 4.5 4.0 4.0 3.0 4.5 3.0 4.0 4.0 3.0 2.0 5.0 2.0 3.5 4.0 4.5 4.5 3.5 4.5 4.0 4.5 4.0 4.5 4.5 2.5 4.5 4.0 5.0 2.5 4.5 3.5 4.5 0.5 4.0 2.0 5.0 4.0 2.0 3.5 4.0 4.0 4.0 3.5 4.0 5.0 2.0 4.5 4.5 4.5 3.0 4.5 5.0 4.0 4.5 2.0 5.0 2.5 3.5 3.5 4.0 2.5 2.5 1.0 4.0 4.0 4.5 4.5 4.5 4.5 2.0 4.0 5.0 4.5 2.0 2.0 4.5 3.5 4.0 4.0 2.5 3.0 3.5 4.0 4.0 3.5 4.0 4.0 3.5 4.0 3.0 3.5 3.0 4.0 3.5 3.0 3.0 5.0 4.0 4.5 3.0 4.0 4.0 3.0 2.5 4.5 2.0 3.5 4.5 4.5 4.0 4.5 4.5 4.0 4.5 4.5 4.5 3.5 5.0 3.5 3.5 4.5 4.5 4.5 4.0 4.5 4.0 3.5 4.0 4.5 4.5 4.0 4.0 4.5 4.5 5.0 4.5 4.5 4.5 4.0 4.5 4.5 4.0 4.0 4.5 4.0 3.0 3.5 4.5 4.5 4.0 4.0 4.0 4.0 4.0 4.0 4.0 4.0 4.0 4.0 4.5 3.5 4.0 4.0 3.0 4.5 3.5 3.0 4.5 3.5 4.0 4.0 4.0 4.0 4.0 4.0 3.0 3.0 4.5 3.5 3.5 4.0 4.0 4.0 3.5 3.5 2.5 3.0 2.5 3.5 4.0 3.0 3.5 3.5 4.0 4.0 4.0 2.5 4.0 4.5 4.5 3.5 3.0 3.5 3.0 4.0 4.0 3.0 4.5 2.0 4.0 4.0 4.0 4.0 4.0 4.0 3.5 4.0 2.5 4.0 4.0 3.5 4.0 4.0 5.0 4.5 3.5 4.0 3.5 3.5 3.5 3.5 3.5 3.5 3.5 4.0 2.5 4.0 3.5 3.5 4.0 3.0 4.0 4.0 3.5 1.5 4.0 4.0 2.5 3.0 4.0 4.0 3.5 4.0 3.5 4.0 5.0 5.0 3.0 3.0 3.5 
126	3.0 5.0 4.0 4.0 4.0 3.0 4.0 3.0 2.0 1.0 1.0 1.0 3.0 1.0 2.0 1.0 5.0 4.0 3.0 1.0 4.0 4.0 5.0 5.0 5.0 5.0 2.0 3.0 5.0 5.0 3.0 4.0 3.0 3.0 4.0 3.0 3.0 4.0 
127	3.0 3.0 4.0 5.0 4.0 2.0 4.0 4.0 3.0 2.0 2.0 1.0 4.0 2.0 4.0 1.0 4.0 2.0 5.0 4.0 5.0 0.5 
128	5.0 5.0 5.0 5.0 5.0 5.0 5.0 5.0 4.0 5.0 4.0 5.0 5.0 5.0 4.0 4.0 5.0 4.0 3.0 5.0 4.0 4.0 3.0 4.0 5.0 4.0 5.0 4.0 4.0 3.0 4.0 3.0 4.0 
129	3.5 4.0 3.5 3.5 4.0 4.0 3.5 4.0 3.5 4.5 3.5 3.5 3.5 3.5 4.0 4.0 3.5 4.0 4.0 3.5 4.0 4.0 3.5 4.0 5.0 4.0 4.0 0.5 4.5 3.5 4.5 4.0 3.5 4.0 5.0 3.5 3.5 4.5 3.5 3.5 4.5 4.0 4.5 3.5 4.0 4.5 4.0 4.5 3.5 3.0 4.5 3.5 4.0 4.5 4.5 4.0 4.0 4.0 4.5 4.0 4.0 5.0 4.5 3.5 4.0 4.0 4.0 3.5 3.5 4.0 3.0 4.5 3.0 3.5 4.0 4.0 2.5 4.0 3.5 2.5 4.0 4.0 4.0 4.5 4.5 4.0 3.5 4.0 4.0 2.5 4.0 4.5 2.0 4.0 4.5 4.5 4.5 4.5 4.0 4.0 3.5 3.5 4.0 4.0 4.0 4.5 3.5 4.5 5.0 4.5 4.0 3.5 4.5 4.0 4.0 4.0 4.0 4.5 3.5 4.5 4.0 4.5 3.5 5.0 3.5 3.0 5.0 4.5 3.5 4.0 4.5 4.0 4.0 4.0 4.0 4.5 4.0 4.5 4.0 2.5 
130	3.0 5.0 4.0 4.0 4.0 4.0 3.0 3.0 5.0 4.0 4.0 5.0 4.0 3.0 3.0 3.0 5.0 3.0 4.0 4.0 2.0 3.0 4.0 3.0 2.0 3.0 3.0 2.0 
131	3.0 4.0 4.0 2.5 4.0 2.5 4.0 4.0 4.0 3.0 4.0 4.0 4.0 4.0 4.0 4.0 3.5 3.5 4.0 4.5 3.0 3.5 2.5 3.5 4.0 4.5 4.0 4.5 4.0 4.0 3.5 4.0 2.5 2.5 2.5 3.5 3.0 3.0 1.0 3.5 4.0 3.0 3.5 2.0 2.0 2.5 3.5 4.0 1.5 3.5 3.0 4.0 3.5 2.5 4.0 3.5 3.5 3.0 3.5 3.5 3.5 3.5 4.0 3.5 3.5 3.0 4.0 4.0 4.0 
132	2.0 3.0 2.0 3.0 1.5 3.0 2.5 4.0 3.0 4.0 2.0 2.5 2.5 3.5 2.0 2.0 3.0 3.0 2.5 3.0 3.0 2.0 1.5 2.0 4.0 4.0 4.0 4.0 3.0 4.0 2.0 4.5 2.5 3.0 1.5 4.0 3.0 2.0 4.0 3.5 4.5 2.0 3.0 2.0 2.5 1.5 3.0 3.5 3.5 2.5 2.0 2.0 3.5 2.0 3.5 3.0 4.5 2.0 2.5 2.0 3.0 2.0 3.0 2.0 3.0 3.5 4.0 3.0 4.0 4.0 3.0 3.0 2.5 3.5 3.5 3.0 4.0 3.5 3.0 3.0 3.5 3.5 4.0 3.0 3.5 3.0 4.0 2.0 3.5 2.0 4.0 3.0 2.0 3.5 3.0 4.0 3.0 3.5 3.5 2.5 3.0 3.5 2.0 2.0 3.0 3.0 2.0 3.0 2.0 3.0 4.0 2.5 3.0 3.5 2.0 1.5 3.0 1.5 3.5 3.0 3.0 4.0 2.5 3.0 2.0 2.5 3.0 3.0 2.0 4.0 3.5 3.0 3.0 3.0 3.0 2.0 3.0 3.5 3.0 4.0 4.0 3.0 4.0 4.0 3.0 1.5 3.0 3.5 4.0 3.0 3.5 2.0 4.5 4.0 3.5 2.0 4.5 3.5 3.5 1.5 2.0 3.0 2.0 4.5 3.0 2.0 4.0 3.0 4.0 2.5 3.5 3.0 3.0 3.5 3.0 3.0 3.0 4.5 2.0 2.5 1.0 3.5 3.5 3.0 4.0 2.0 4.0 1.5 2.0 3.0 1.5 3.5 3.0 2.5 3.5 2.0 4.0 3.0 2.5 4.0 3.5 2.0 3.0 1.5 2.0 2.0 4.0 2.0 2.5 4.5 3.5 4.0 3.5 2.5 4.0 1.0 3.0 3.5 2.0 3.0 4.0 4.5 3.0 4.5 3.5 3.0 3.0 3.0 4.0 3.0 4.5 3.0 2.0 2.0 3.5 3.0 2.5 3.0 3.0 3.5 2.5 3.0 2.0 3.0 3.5 2.0 3.0 2.0 3.0 3.5 3.0 3.5 3.0 1.5 2.5 3.0 3.5 4.0 4.0 3.0 3.0 3.0 2.0 3.5 3.0 3.0 2.0 3.5 3.0 3.0 3.0 3.5 4.0 3.5 4.0 4.5 3.0 4.5 3.5 3.0 3.0 4.0 3.5 4.0 3.0 3.0 4.0 3.0 4.5 3.5 4.0 3.0 3.0 3.0 2.5 4.0 2.5 2.0 3.5 3.0 4.0 3.5 4.0 3.5 2.0 3.0 3.0 3.0 4.0 3.5 4.0 2.0 4.0 2.5 3.0 2.5 3.5 2.5 3.5 3.0 4.0 2.0 3.0 2.5 3.0 3.0 3.0 3.0 4.0 4.0 3.5 3.0 3.0 3.5 3.0 3.5 4.0 2.0 3.0 2.5 3.5 0.5 3.5 2.5 3.5 3.5 3.0 
133	4.0 4.0 3.0 3.0 3.0 1.0 2.0 3.0 2.0 2.0 3.0 3.0 4.0 2.0 4.0 3.0 3.0 3.0 3.0 4.0 4.0 3.0 3.0 3.0 4.0 3.0 3.0 3.0 3.0 3.0 2.0 3.0 3.0 3.0 3.0 
134	3.0 4.0 3.0 5.0 4.0 3.0 4.0 3.0 3.0 3.0 3.0 4.0 3.0 3.0 4.0 3.0 4.0 4.0 3.0 4.0 3.0 4.0 3.0 3.0 2.0 3.0 4.0 4.0 4.0 4.0 3.0 5.0 3.0 5.0 5.0 
135	4.0 3.0 3.0 5.0 5.0 1.0 4.0 4.0 4.0 1.0 2.0 5.0 1.0 4.0 5.0 2.0 4.0 2.0 3.0 4.0 4.0 4.0 4.0 5.0 2.0 2.0 4.0 4.0 3.0 3.0 4.0 3.0 3.0 4.0 3.0 5.0 5.0 3.0 3.0 5.0 4.0 4.0 4.0 5.0 5.0 4.0 4.0 4.0 4.0 2.0 4.0 3.0 4.0 4.0 3.0 4.0 4.0 5.0 4.0 5.0 4.0 5.0 5.0 4.0 4.0 4.0 5.0 4.0 5.0 4.0 5.0 5.0 5.0 5.0 4.0 4.0 4.0 5.0 4.0 3.0 4.0 5.0 5.0 3.0 5.0 4.0 4.0 3.0 2.0 5.0 2.0 1.0 4.0 3.0 3.0 2.0 4.0 4.0 3.0 5.0 3.0 3.0 4.0 4.0 4.0 4.0 4.0 5.0 3.0 4.0 2.0 5.0 1.0 2.0 2.0 4.0 4.0 3.0 4.0 3.0 3.0 3.0 4.0 5.0 4.0 3.0 4.0 3.0 1.0 3.0 2.0 1.0 4.0 5.0 2.0 2.0 5.0 2.0 5.0 4.0 1.0 2.0 5.0 5.0 4.0 4.0 4.0 5.0 3.0 3.0 4.0 3.0 4.0 4.0 5.0 4.0 3.0 3.0 4.0 3.0 4.0 3.0 4.0 2.0 3.0 2.0 4.0 5.0 4.0 3.0 2.0 4.0 3.0 4.0 5.0 2.0 3.0 4.0 3.0 5.0 3.0 3.0 3.0 2.0 3.0 4.0 3.0 3.0 5.0 3.0 3.0 2.0 4.0 4.0 5.0 4.0 2.0 4.0 4.0 4.0 3.0 4.0 5.0 4.0 1.0 5.0 4.0 4.0 4.0 5.0 4.0 4.0 5.0 4.0 4.0 4.0 5.0 4.0 4.0 3.0 4.0 4.0 4.0 1.0 4.0 5.0 3.0 4.0 2.0 4.0 4.0 3.0 4.0 4.0 4.0 3.0 3.0 4.0 2.0 2.0 4.0 3.0 4.0 4.0 5.0 4.0 4.0 3.0 4.0 4.0 3.0 4.0 4.0 5.0 5.0 4.0 3.0 3.0 4.0 3.0 4.0 4.0 5.0 4.0 4.0 3.0 3.0 4.0 4.0 4.0 2.0 1.0 5.0 2.0 5.0 1.0 3.0 4.0 5.0 
136	5.0 5.0 5.0 3.0 5.0 2.0 2.0 5.0 5.0 4.0 4.0 5.0 3.0 3.0 3.0 2.0 5.0 3.0 3.0 3.0 4.0 1.0 5.0 4.0 4.0 1.0 3.0 3.0 3.0 1.0 3.0 5.0 1.0 5.0 3.0 3.0 1.0 5.0 3.0 5.0 4.0 3.0 2.0 3.0 4.0 1.0 3.0 5.0 4.0 1.0 4.0 3.0 4.0 3.0 4.0 4.0 3.0 5.0 5.0 3.0 1.0 1.0 3.0 3.0 2.0 3.0 3.0 2.0 2.0 5.0 5.0 2.0 4.0 4.0 1.0 1.0 5.0 5.0 5.0 3.0 5.0 4.0 3.0 3.0 3.0 2.0 3.0 5.0 3.0 3.0 3.0 1.0 5.0 3.0 3.0 5.0 5.0 4.0 5.0 3.0 3.0 3.0 1.0 3.0 3.0 4.0 3.0 3.0 1.0 4.0 3.0 
137	4.0 4.0 5.0 3.5 5.0 4.0 4.0 3.0 3.5 3.5 3.5 3.5 5.0 4.0 3.5 3.5 4.0 4.5 3.0 5.0 2.0 3.0 5.0 4.0 4.0 4.5 4.0 5.0 4.5 5.0 5.0 5.0 4.0 3.5 5.0 4.0 4.5 3.0 3.5 4.0 3.0 4.0 5.0 4.0 4.0 3.5 4.5 4.0 4.5 5.0 3.0 5.0 3.0 5.0 5.0 5.0 5.0 4.5 5.0 4.0 4.5 4.5 4.0 3.5 4.5 5.0 4.0 3.5 3.5 3.0 3.0 3.5 3.5 5.0 5.0 4.5 5.0 4.0 4.5 3.0 3.5 4.0 4.5 5.0 4.0 3.5 4.5 4.0 5.0 3.0 4.0 3.0 4.0 3.0 3.5 3.0 4.5 4.0 3.0 3.5 4.0 2.0 3.5 3.0 4.0 3.0 4.5 4.0 3.5 4.0 4.0 4.5 4.0 3.0 3.5 4.0 4.5 3.5 2.5 5.0 4.0 3.5 4.0 4.5 4.5 3.5 4.0 5.0 4.0 3.0 3.0 4.5 3.5 5.0 4.0 3.5 3.0 4.5 4.0 4.0 3.0 
138	5.0 4.5 2.5 4.5 5.0 5.0 1.5 0.5 3.5 4.0 3.0 3.0 5.0 1.5 1.5 0.5 2.5 5.0 5.0 5.0 4.5 5.0 
139	1.0 4.0 4.0 2.0 2.0 3.5 2.5 2.5 1.5 1.5 4.0 3.0 1.0 3.5 0.5 2.5 2.0 1.0 1.5 2.0 2.0 3.0 1.5 1.5 4.0 2.5 2.0 2.5 1.5 2.5 1.5 1.5 3.0 1.5 0.5 4.0 3.0 2.5 2.5 2.0 3.5 1.5 1.0 3.0 1.5 2.5 2.0 1.5 2.0 1.5 2.5 1.0 2.5 2.5 1.5 3.0 0.5 2.0 4.0 2.5 1.5 1.5 2.0 2.5 2.0 1.0 2.5 3.0 3.0 2.0 1.5 3.0 1.5 4.0 1.5 2.0 1.0 2.0 1.0 1.5 3.0 2.0 1.5 2.0 3.0 2.0 1.0 1.0 2.0 2.0 1.5 1.0 3.5 2.0 0.5 1.5 2.0 1.5 2.5 2.5 3.0 1.5 2.5 1.5 4.0 1.5 2.0 3.5 2.5 2.0 2.5 2.5 0.5 2.5 1.5 2.5 3.5 1.5 2.0 1.5 1.0 1.5 1.0 2.0 1.0 0.5 2.5 3.0 2.5 2.5 0.5 3.0 1.0 2.0 1.5 3.5 3.0 2.5 1.5 2.5 1.5 1.5 2.5 4.0 3.0 3.0 2.5 3.5 1.0 0.5 3.0 2.5 2.5 1.0 1.5 3.0 0.5 1.5 1.0 1.5 2.0 1.5 2.0 2.5 2.0 1.5 2.0 2.0 2.5 3.0 2.5 2.0 2.0 3.5 2.5 1.0 2.5 2.0 4.0 1.5 2.5 3.5 2.0 4.0 2.5 1.5 2.0 4.0 0.5 3.0 2.5 3.0 4.0 2.0 
140	3.0 3.5 5.0 4.0 4.0 3.0 3.0 4.0 4.0 3.0 4.5 4.0 2.5 3.0 4.0 4.0 3.0 5.0 4.0 4.0 3.0 3.0 4.0 3.0 2.0 4.0 3.0 3.0 3.0 4.0 4.0 3.0 3.0 2.0 3.0 5.0 4.0 3.0 4.0 4.0 2.0 3.0 4.0 3.0 3.0 4.0 4.0 4.0 3.0 3.0 3.0 4.0 4.0 3.0 4.0 3.0 4.5 4.0 4.0 3.0 4.0 4.0 4.0 3.5 5.0 4.0 3.0 3.0 4.0 3.0 3.5 3.0 5.0 4.0 5.0 5.0 4.0 5.0 3.0 4.0 4.0 3.0 3.0 3.0 3.0 4.0 4.0 4.0 3.5 4.0 3.0 4.0 4.0 5.0 4.0 4.0 4.0 4.0 5.0 4.0 3.0 4.0 5.0 3.0 4.0 4.0 4.0 4.0 4.0 4.0 4.0 5.0 4.0 3.0 4.0 3.0 4.0 3.0 4.0 3.0 3.0 2.0 4.0 4.5 3.0 3.0 3.0 3.0 3.0 4.0 4.5 4.0 5.0 3.5 3.0 4.0 3.0 2.0 4.0 3.0 5.0 3.0 3.0 3.0 5.0 3.5 5.0 3.0 4.0 3.0 5.0 4.0 3.0 4.5 5.0 3.5 3.0 3.0 3.0 4.0 4.0 3.0 4.0 4.0 4.0 3.0 4.0 5.0 4.0 3.0 3.0 3.0 5.0 4.0 3.0 5.0 3.0 3.0 4.0 1.0 2.0 3.0 5.0 4.0 3.0 3.0 4.0 4.0 5.0 4.0 3.0 3.0 3.0 4.0 4.0 4.0 3.0 4.0 5.0 4.0 3.0 4.0 3.0 4.0 3.0 4.0 5.0 3.5 4.0 4.0 3.0 4.0 4.0 4.0 4.0 3.0 4.0 3.0 4.0 4.0 3.0 3.0 4.0 3.0 4.5 4.0 4.0 2.0 4.0 4.0 4.0 4.0 3.0 4.0 3.0 4.0 2.5 4.0 2.0 3.5 4.0 3.0 4.0 0.5 3.5 1.0 3.0 1.0 4.0 4.0 4.0 4.0 1.0 4.0 3.0 3.0 4.0 4.0 4.0 3.5 4.0 3.5 4.0 4.0 3.0 4.0 3.5 3.0 2.0 1.0 3.0 4.0 4.0 3.5 4.0 3.0 4.0 4.0 4.0 3.0 3.0 3.0 3.5 3.0 5.0 4.0 4.0 2.5 5.0 3.0 4.0 4.0 4.0 3.5 5.0 4.0 3.0 4.0 4.0 2.0 3.0 4.0 4.0 5.0 4.5 4.0 3.0 4.0 4.0 4.0 4.0 4.0 3.0 4.0 3.0 4.0 1.0 3.0 4.0 3.0 4.0 3.0 5.0 4.0 4.0 4.0 3.0 3.0 4.0 4.0 3.0 3.0 3.5 4.0 2.0 4.0 3.0 5.0 2.5 3.5 3.0 4.0 3.0 3.0 3.5 4.0 2.0 3.0 4.0 4.0 3.0 4.0 4.0 2.0 3.0 4.0 4.0 2.5 4.0 4.0 4.0 3.0 4.0 3.0 4.0 3.0 5.0 5.0 3.0 3.0 4.0 4.0 2.0 3.0 3.0 4.0 4.0 4.0 3.5 5.0 4.0 4.0 3.0 2.0 3.0 3.5 3.0 3.5 3.5 3.0 5.0 4.0 4.0 3.5 3.0 3.5 2.0 3.0 3.0 2.5 4.0 4.0 3.0 3.0 3.5 4.0 4.0 4.0 4.5 3.0 4.0 4.0 4.0 3.0 3.0 3.0 4.0 4.0 3.0 3.0 2.0 3.0 3.0 3.0 5.0 4.0 4.0 4.0 3.5 3.0 4.0 4.0 3.0 3.0 3.0 4.0 4.0 3.0 3.0 4.0 4.0 3.0 3.0 4.0 4.0 1.0 2.0 5.0 3.0 2.5 2.0 3.5 3.0 3.0 2.5 3.5 4.0 3.0 3.0 4.0 3.0 3.0 3.0 3.0 4.0 4.0 1.0 3.0 3.0 4.0 3.0 3.5 2.0 3.0 4.0 3.0 3.0 2.5 5.0 3.5 1.0 3.0 3.0 2.5 3.0 3.0 4.0 3.0 1.0 4.0 3.0 3.0 3.0 3.0 3.0 3.0 4.0 4.0 3.0 3.0 3.0 3.5 4.0 5.0 3.5 4.0 4.0 4.5 2.5 3.5 3.5 3.0 4.0 1.0 3.5 2.5 3.5 3.0 3.5 4.0 4.0 3.5 2.0 3.0 3.5 5.0 3.0 5.0 3.5 5.0 4.0 5.0 3.0 3.5 4.0 5.0 3.0 3.0 3.0 4.5 4.0 3.0 3.0 3.0 2.5 3.5 3.5 1.0 1.0 4.0 4.0 3.5 3.5 3.5 4.5 3.5 3.0 3.0 1.0 4.0 4.5 3.0 3.5 3.0 3.5 3.0 3.0 2.0 3.0 2.5 4.5 4.0 4.0 3.0 3.0 4.5 2.5 4.5 3.0 3.0 3.5 3.5 4.0 3.5 2.5 4.0 4.0 3.5 3.5 3.5 2.0 5.0 4.0 3.0 3.0 1.0 4.0 3.0 3.0 3.5 3.5 3.0 4.0 3.5 4.0 2.5 3.5 3.0 
141	4.0 2.0 3.0 3.5 3.5 3.5 3.5 3.0 4.0 4.0 3.5 4.0 2.0 4.0 4.0 2.5 3.0 3.0 3.0 4.0 4.0 4.0 3.0 2.5 2.5 2.5 3.0 3.5 3.0 4.5 3.5 2.5 2.5 2.5 3.0 3.5 3.5 4.0 3.0 3.5 4.0 3.0 3.0 4.0 3.5 3.0 4.0 4.0 3.5 4.0 3.5 3.0 3.0 3.0 3.0 3.5 3.0 5.0 4.0 3.5 4.5 3.5 4.0 4.0 5.0 4.0 2.5 5.0 5.0 3.0 3.5 3.0 3.0 3.0 2.0 4.5 4.5 3.5 3.5 2.5 4.5 3.0 4.0 2.5 2.5 3.5 4.0 3.0 4.0 3.5 3.5 4.0 3.0 3.5 4.0 3.0 3.0 3.5 4.5 3.5 3.0 3.5 3.0 3.0 4.5 4.0 3.0 3.0 3.5 3.0 4.5 4.0 3.0 2.5 4.0 4.5 4.0 4.5 3.0 4.0 4.5 2.5 2.0 3.5 3.5 3.5 4.5 5.0 3.5 3.5 5.0 2.5 3.0 3.0 5.0 2.5 3.0 3.0 2.5 3.5 3.0 3.5 3.5 3.0 5.0 3.0 3.0 5.0 5.0 3.5 3.0 4.0 3.5 2.5 2.5 4.0 5.0 3.5 3.5 4.0 5.0 3.0 5.0 5.0 4.5 5.0 4.5 4.0 
142	4.0 4.0 4.0 5.0 3.0 5.0 5.0 3.0 2.0 4.0 3.0 4.0 3.0 5.0 4.0 4.0 3.0 4.0 4.0 4.0 3.0 4.0 4.0 3.0 3.0 4.0 4.0 4.0 3.0 3.0 4.0 5.0 5.0 3.0 4.0 3.0 5.0 4.0 
143	5.0 3.0 3.0 1.0 2.0 4.0 2.0 5.0 1.0 4.5 1.0 3.0 4.5 2.0 5.0 5.0 5.0 2.0 3.5 4.0 4.5 4.0 3.0 4.0 5.0 2.5 2.0 4.0 5.0 1.0 3.0 5.0 3.0 5.0 4.0 3.0 5.0 4.0 3.0 2.5 2.0 2.0 3.0 4.0 1.0 3.0 4.0 1.0 2.0 3.5 5.0 5.0 5.0 5.0 4.0 1.0 3.0 1.0 4.0 2.0 1.0 5.0 2.5 4.0 2.0 3.0 4.0 4.0 4.0 4.0 4.0 
